Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,5358.279785,5463.250000,5330.580078,5414.479980,5414.479980,0
2000-01-10,5617.589844,5668.279785,5221.279785,5471.270020,5471.270020,0
2000-01-17,5617.700195,5664.500000,5330.080078,5423.049805,5423.049805,0
2000-01-24,5529.379883,5583.220215,5331.540039,5335.799805,5335.799805,0
2000-01-31,5338.669922,5402.700195,5127.790039,5313.589844,5313.589844,0
2000-02-07,5431.549805,6005.850098,5431.549805,5933.560059,5933.560059,0
2000-02-14,6130.229980,6150.689941,5681.979980,5721.649902,5721.649902,0
2000-02-21,5874.250000,6033.979980,5612.549805,5623.080078,5623.080078,0
2000-02-28,5737.529785,5903.490234,5341.609863,5378.270020,5378.270020,0
2000-03-06,5662.290039,5783.509766,5196.720215,5301.779785,5301.779785,0
2000-03-13,5372.819824,5430.870117,4943.299805,5102.410156,5102.410156,0
2000-03-20,5177.589844,5314.319824,5052.740234,5141.419922,5141.419922,0
2000-03-27,5203.160156,5286.810059,4867.229980,5001.279785,5001.279785,0
2000-04-03,5070.500000,5222.799805,4601.580078,5219.200195,5219.200195,0
2000-04-10,5481.490234,5542.810059,5106.229980,5172.129883,5172.129883,0
2000-04-17,4797.950195,4981.419922,4431.740234,4657.419922,4657.419922,0
2000-04-24,4723.270020,4803.270020,4284.169922,4657.549805,4657.549805,0
2000-05-01,4736.020020,4737.680176,4109.660156,4693.879883,4693.879883,0
2000-05-08,4744.830078,4757.890137,4102.770020,4107.140137,4107.140137,0
2000-05-15,4024.659912,4367.220215,3912.949951,4068.649902,4068.649902,0
2000-05-22,3978.540039,4097.600098,3831.860107,4084.709961,4084.709961,0
2000-05-29,4082.909912,4536.100098,4064.459961,4453.470215,4453.470215,0
2000-06-05,4609.779785,4797.589844,4485.290039,4729.629883,4729.629883,0
2000-06-12,4794.669922,4800.129883,4555.089844,4764.669922,4764.669922,0
2000-06-19,4808.250000,4919.629883,4687.310059,4721.700195,4721.700195,0
2000-06-26,4674.209961,4820.580078,4607.580078,4748.770020,4748.770020,0
2000-07-03,4846.689941,4940.379883,4778.740234,4905.939941,4905.939941,0
2000-07-10,4908.740234,5058.899902,4847.450195,4856.819824,4856.819824,0
2000-07-17,4874.410156,4883.299805,4460.419922,4463.660156,4463.660156,0
2000-07-24,4347.520020,4374.379883,4052.610107,4276.700195,4276.700195,0
2000-07-31,4232.540039,4302.859863,4155.450195,4186.160156,4186.160156,0
2000-08-07,4203.770020,4374.680176,4159.350098,4192.000000,4192.000000,0
2000-08-14,4204.330078,4365.430176,4142.810059,4347.040039,4347.040039,0
2000-08-21,4383.810059,4500.299805,4377.919922,4416.859863,4416.859863,0
2000-08-28,4443.709961,4485.200195,4370.500000,4477.310059,4477.310059,0
2000-09-04,4571.890137,4677.669922,4557.109863,4668.270020,4668.270020,0
2000-09-11,4715.299805,4790.629883,4539.350098,4562.379883,4562.379883,0
2000-09-18,4511.419922,4513.089844,4028.489990,4032.370117,4032.370117,0
2000-09-25,4144.810059,4210.000000,4004.729980,4090.379883,4090.379883,0
2000-10-02,4035.639893,4197.390137,4028.510010,4092.419922,4092.419922,0
2000-10-09,4106.149902,4135.160156,3714.459961,3738.929932,3738.929932,0
2000-10-16,3908.729980,3930.100098,3491.550049,3692.750000,3692.750000,0
2000-10-23,3709.540039,3773.540039,3584.379883,3729.120117,3729.120117,0
2000-10-30,3744.100098,3960.139893,3646.729980,3935.699951,3935.699951,0
2000-11-06,3971.979980,4046.010010,3910.810059,3941.129883,3941.129883,0
2000-11-13,3842.629883,4016.090088,3797.500000,3905.840088,3905.840088,0
2000-11-20,3928.620117,3947.979980,3826.419922,3868.340088,3868.340088,0
2000-11-27,3930.959961,4054.860107,3902.100098,4031.959961,4031.959961,0
2000-12-04,4078.560059,4167.319824,4034.620117,4156.080078,4156.080078,0
2000-12-11,4198.720215,4332.649902,4130.600098,4137.160156,4137.160156,0
2000-12-18,4121.859863,4200.339844,3895.370117,3905.899902,3905.899902,0
2000-12-25,3927.510010,3978.250000,3803.689941,3972.120117,3972.120117,0
2001-01-01,3953.219971,4195.009766,3929.370117,4183.729980,4183.729980,0
2001-01-08,4164.759766,4206.720215,4006.540039,4036.580078,4036.580078,0
2001-01-15,4074.320068,4201.939941,4018.239990,4194.459961,4194.459961,0
2001-01-22,4247.450195,4341.330078,4223.560059,4330.220215,4330.220215,0
2001-01-29,4158.859863,4409.330078,4158.859863,4352.259766,4352.259766,0
2001-02-05,4337.520020,4436.479980,4290.879883,4397.330078,4397.330078,0
2001-02-12,4429.910156,4462.109863,4315.950195,4330.319824,4330.319824,0
2001-02-19,4363.790039,4382.359863,4118.089844,4122.160156,4122.160156,0
2001-02-26,4168.709961,4386.979980,4020.679932,4095.159912,4095.159912,0
2001-03-05,4073.729980,4127.120117,3821.590088,3881.959961,3881.959961,0
2001-03-12,3862.629883,3930.679932,3436.750000,3745.739990,3745.739990,0
2001-03-19,3728.510010,3818.030029,3561.010010,3635.280029,3635.280029,0
2001-03-26,3640.469971,3799.679932,3589.929932,3604.379883,3604.379883,0
2001-04-02,3491.409912,3676.820068,3436.330078,3576.000000,3576.000000,0
2001-04-09,3570.530029,3579.239990,3120.129883,3183.770020,3183.770020,0
2001-04-16,3172.149902,3621.030029,3096.510010,3583.040039,3583.040039,0
2001-04-23,3583.419922,3651.790039,3357.830078,3422.760010,3422.760010,0
2001-04-30,3459.510010,3586.639893,3440.709961,3514.590088,3514.590088,0
2001-05-07,3562.969971,3629.649902,3539.459961,3559.770020,3559.770020,0
2001-05-14,3552.550049,3700.879883,3420.139893,3655.030029,3655.030029,0
2001-05-21,3656.090088,3709.179932,3630.030029,3659.810059,3659.810059,0
2001-05-28,3663.060059,3759.959961,3555.739990,3557.639893,3557.639893,0
2001-06-04,3565.879883,3590.560059,3395.520020,3495.840088,3495.840088,0
2001-06-11,3507.340088,3525.040039,3360.110107,3372.939941,3372.939941,0
2001-06-18,3368.679932,3427.750000,3295.340088,3381.760010,3381.760010,0
2001-06-25,3378.169922,3474.709961,3287.939941,3456.780029,3456.780029,0
2001-07-02,3459.149902,3487.000000,3286.739990,3305.780029,3305.780029,0
2001-07-09,3290.850098,3513.790039,3260.679932,3453.989990,3453.989990,0
2001-07-16,3453.629883,3478.110107,3331.419922,3340.750000,3340.750000,0
2001-07-23,3340.889893,3340.909912,3241.659912,3251.530029,3251.530029,0
2001-07-30,3255.919922,3346.209961,3249.459961,3325.379883,3325.379883,0
2001-08-06,3323.360107,3356.340088,3279.620117,3316.209961,3316.209961,0
2001-08-13,3321.189941,3359.070068,3283.439941,3296.709961,3296.709961,0
2001-08-20,3287.689941,3316.330078,3271.540039,3305.510010,3305.510010,0
2001-08-27,3318.439941,3337.939941,3241.120117,3244.949951,3244.949951,0
2001-09-03,3245.709961,3267.929932,3166.969971,3198.399902,3198.399902,0
2001-09-10,3224.899902,3224.899902,2770.239990,2830.120117,2830.120117,0
2001-09-17,2758.159912,2817.479980,2594.870117,2600.120117,2600.120117,0
2001-09-24,2627.250000,2830.350098,2613.530029,2811.600098,2811.600098,0
2001-10-01,2817.739990,2826.159912,2742.850098,2812.899902,2812.899902,0
2001-10-08,2767.929932,2989.629883,2718.409912,2959.389893,2959.389893,0
2001-10-15,2951.689941,3050.070068,2940.080078,3016.840088,3016.840088,0
2001-10-22,3025.030029,3083.649902,2993.889893,3022.159912,3022.159912,0
2001-10-29,3028.709961,3100.290039,2942.489990,3052.600098,3052.600098,0
2001-11-05,3058.110107,3109.260010,3006.969971,3079.669922,3079.669922,0
2001-11-12,3084.419922,3195.520020,3059.419922,3180.229980,3180.229980,0
2001-11-19,3211.260010,3326.760010,3205.459961,3252.199951,3252.199951,0
2001-11-26,3262.929932,3377.810059,3262.929932,3287.560059,3287.560059,0
2001-12-03,3301.050049,3500.199951,3271.550049,3436.370117,3436.370117,0
